Date,Open,High,Low,Close,Adj Close,Volume
2021-07-31,6E-06,6E-06,6E-06,6E-06,6E-06,198884325
2021-08-01,6E-06,7E-06,6E-06,6E-06,6E-06,311601900
2021-08-02,6E-06,6E-06,6E-06,6E-06,6E-06,233023667
2021-08-03,6E-06,6E-06,6E-06,6E-06,6E-06,199311312
2021-08-04,6E-06,6E-06,6E-06,6E-06,6E-06,204792386
2021-08-05,6E-06,6E-06,6E-06,6E-06,6E-06,223975108
2021-08-06,6E-06,6E-06,6E-06,6E-06,6E-06,248522840
2021-08-07,6E-06,8E-06,6E-06,8E-06,8E-06,734135430
2021-08-08,8E-06,9E-06,7E-06,7E-06,7E-06,923406924
2021-08-09,7E-06,8E-06,7E-06,8E-06,8E-06,513264306
2021-08-10,8E-06,8E-06,7E-06,8E-06,8E-06,358181887
2021-08-11,8E-06,8E-06,8E-06,8E-06,8E-06,567005556
2021-08-12,8E-06,8E-06,7E-06,8E-06,8E-06,447258857
2021-08-13,8E-06,8E-06,8E-06,8E-06,8E-06,405525616
2021-08-14,8E-06,9E-06,8E-06,8E-06,8E-06,633410230
2021-08-15,8E-06,9E-06,8E-06,9E-06,9E-06,511338751
2021-08-16,9E-06,9E-06,8E-06,9E-06,9E-06,1002600515
2021-08-17,9E-06,9E-06,8E-06,8E-06,8E-06,655276452
2021-08-18,8E-06,8E-06,8E-06,8E-06,8E-06,490220596
2021-08-19,8E-06,8E-06,8E-06,8E-06,8E-06,358840820
2021-08-20,8E-06,9E-06,8E-06,8E-06,8E-06,360709045
2021-08-21,8E-06,9E-06,8E-06,8E-06,8E-06,314483766
2021-08-22,8E-06,8E-06,8E-06,8E-06,8E-06,292686165
2021-08-23,8E-06,8E-06,8E-06,8E-06,8E-06,327215667
2021-08-24,8E-06,8E-06,7E-06,7E-06,7E-06,393979166
2021-08-25,8E-06,8E-06,7E-06,8E-06,8E-06,338503381
2021-08-26,8E-06,8E-06,7E-06,7E-06,7E-06,323676890
2021-08-27,7E-06,8E-06,7E-06,7E-06,7E-06,320305426
2021-08-28,7E-06,7E-06,7E-06,7E-06,7E-06,223873537
2021-08-29,7E-06,7E-06,7E-06,7E-06,7E-06,236155012
2021-08-30,7E-06,7E-06,7E-06,7E-06,7E-06,253774182
2021-08-31,7E-06,7E-06,7E-06,7E-06,7E-06,290290305
2021-09-01,7E-06,7E-06,7E-06,7E-06,7E-06,261160667
2021-09-02,7E-06,7E-06,7E-06,7E-06,7E-06,283366175
2021-09-03,7E-06,7E-06,7E-06,7E-06,7E-06,260789327
2021-09-04,7E-06,8E-06,7E-06,7E-06,7E-06,378296266
2021-09-05,7E-06,8E-06,7E-06,8E-06,8E-06,300455633
2021-09-06,8E-06,8E-06,7E-06,7E-06,7E-06,334086564
2021-09-07,7E-06,7E-06,5E-06,6E-06,6E-06,626371078
2021-09-08,6E-06,8E-06,5E-06,7E-06,7E-06,986403280
2021-09-09,7E-06,8E-06,7E-06,7E-06,7E-06,784078100
2021-09-10,7E-06,8E-06,7E-06,7E-06,7E-06,423733163
2021-09-11,7E-06,7E-06,7E-06,7E-06,7E-06,229243568
2021-09-12,7E-06,7E-06,7E-06,7E-06,7E-06,243064232
2021-09-13,7E-06,7E-06,6E-06,7E-06,7E-06,312789256
2021-09-14,7E-06,7E-06,6E-06,7E-06,7E-06,184111151
2021-09-15,7E-06,7E-06,7E-06,7E-06,7E-06,203289266
2021-09-16,7E-06,9E-06,7E-06,9E-06,9E-06,1624140154
2021-09-17,9E-06,9E-06,8E-06,8E-06,8E-06,1663423890
2021-09-18,8E-06,9E-06,8E-06,8E-06,8E-06,495513218
2021-09-19,8E-06,8E-06,7E-06,8E-06,8E-06,572892039
2021-09-20,8E-06,8E-06,7E-06,7E-06,7E-06,586521394
2021-09-21,7E-06,7E-06,7E-06,7E-06,7E-06,382463972
2021-09-22,7E-06,7E-06,7E-06,7E-06,7E-06,280642205
2021-09-23,7E-06,8E-06,7E-06,8E-06,8E-06,370820478
2021-09-24,8E-06,8E-06,7E-06,7E-06,7E-06,456964069
2021-09-25,7E-06,8E-06,7E-06,7E-06,7E-06,227277343
2021-09-26,7E-06,7E-06,7E-06,7E-06,7E-06,257921523
2021-09-27,7E-06,7E-06,7E-06,7E-06,7E-06,207040951
2021-09-28,7E-06,7E-06,7E-06,7E-06,7E-06,229379215
2021-09-29,7E-06,7E-06,7E-06,7E-06,7E-06,193035725
2021-09-30,7E-06,7E-06,7E-06,7E-06,7E-06,308553065
2021-10-01,7E-06,8E-06,7E-06,8E-06,8E-06,316837935
2021-10-02,8E-06,8E-06,7E-06,8E-06,8E-06,320232218
2021-10-03,8E-06,9E-06,8E-06,9E-06,9E-06,627602337
2021-10-04,9E-06,1.5E-05,8E-06,1.3E-05,1.3E-05,5113996411
2021-10-05,1.3E-05,2E-05,1.2E-05,1.7E-05,1.7E-05,9382762020
2021-10-06,1.7E-05,2.9E-05,1.7E-05,2.8E-05,2.8E-05,15233960302
2021-10-07,2.8E-05,3.5E-05,2.1E-05,2.3E-05,2.3E-05,18731843000
2021-10-08,2.3E-05,2.9E-05,2.1E-05,2.7E-05,2.7E-05,12326548369
2021-10-09,2.7E-05,3E-05,2.4E-05,2.7E-05,2.7E-05,6401062357
2021-10-10,2.7E-05,2.8E-05,2.5E-05,2.6E-05,2.6E-05,3597266431
2021-10-11,2.6E-05,3.2E-05,2.6E-05,3.1E-05,3.1E-05,7321688785
2021-10-12,3.1E-05,3.2E-05,2.7E-05,2.9E-05,2.9E-05,4868743619
2021-10-13,2.9E-05,3.1E-05,2.8E-05,2.9E-05,2.9E-05,3082220289
2021-10-14,2.9E-05,3E-05,2.7E-05,2.7E-05,2.7E-05,2727081948
2021-10-15,2.7E-05,2.7E-05,2.3E-05,2.5E-05,2.5E-05,4121246428
2021-10-16,2.5E-05,2.7E-05,2.5E-05,2.6E-05,2.6E-05,1871226740
2021-10-17,2.6E-05,2.9E-05,2.4E-05,2.8E-05,2.8E-05,2304858857
2021-10-18,2.8E-05,3E-05,2.6E-05,2.9E-05,2.9E-05,3919367323
2021-10-19,2.9E-05,2.9E-05,2.8E-05,2.8E-05,2.8E-05,1651861422
2021-10-20,2.8E-05,2.9E-05,2.7E-05,2.9E-05,2.9E-05,1676016339
2021-10-21,2.9E-05,2.9E-05,2.7E-05,2.7E-05,2.7E-05,1540610794
2021-10-22,2.7E-05,2.8E-05,2.7E-05,2.8E-05,2.8E-05,1297177007
2021-10-23,2.8E-05,3.5E-05,2.8E-05,3.4E-05,3.4E-05,4703212108
2021-10-24,3.4E-05,4.4E-05,3.4E-05,3.6E-05,3.6E-05,15337292521
2021-10-25,3.6E-05,4.4E-05,3.5E-05,4.2E-05,4.2E-05,8244210217
2021-10-26,4.2E-05,4.9E-05,4.1E-05,4.8E-05,4.8E-05,11176750625
2021-10-27,4.8E-05,8.7E-05,4.7E-05,8E-05,8E-05,39053846018
2021-10-28,7.9E-05,8.8E-05,5.7E-05,6.8E-05,6.8E-05,32835212339
2021-10-29,6.9E-05,7.7E-05,6.1E-05,7.5E-05,7.5E-05,14287074318
2021-10-30,7.5E-05,7.8E-05,6.2E-05,6.5E-05,6.5E-05,8093183339
2021-10-31,6.5E-05,7E-05,5.9E-05,6.7E-05,6.7E-05,7990702699
2021-11-01,6.7E-05,7.5E-05,6.6E-05,7.2E-05,7.2E-05,8120747918
2021-11-02,7.2E-05,7.3E-05,6.7E-05,6.9E-05,6.9E-05,5316969434
2021-11-03,6.9E-05,6.9E-05,5.3E-05,5.5E-05,5.5E-05,6495261244
2021-11-04,5.5E-05,6.1E-05,4.3E-05,4.9E-05,4.9E-05,11486664527
2021-11-05,4.9E-05,6.5E-05,4.6E-05,6.2E-05,6.2E-05,12401211699
2021-11-06,6.3E-05,6.3E-05,5.5E-05,5.9E-05,5.9E-05,6445477874
2021-11-07,5.9E-05,6E-05,5.6E-05,5.7E-05,5.7E-05,3123242451
2021-11-08,5.7E-05,5.9E-05,5.3E-05,5.5E-05,5.5E-05,4496482335
2021-11-09,5.5E-05,5.8E-05,5.4E-05,5.5E-05,5.5E-05,3142625649
2021-11-10,5.5E-05,5.5E-05,5.4E-05,5.4E-05,5.4E-05,2690380544
